1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.972182928214168296e-01 1.003464616469503801e+00 9.993170907090793698e-01
1.110940830086893705e+00 1.007345685321560991e+00 8.817134845915451935e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.456868207493543288e+00 8.205453099029326181e-01 7.225864826035228727e-01
1.932583973079543327e+00 5.630397101510958846e-01 5.043763167693614546e-01
1.458551083737842147e+00 1.186017367211603668e+00 3.554315490505531305e-01
1.208154603603948107e+00 8.649370802325111462e-01 9.269083161635409684e-01
4.765446627543361569e-01 6.510288171543906488e-01 1.872426520091273972e+00
1.667359262421252097e+00 5.702000524040838902e-01 7.624406851746553526e-01
1.719087260246416449e+00 2.222783242106425583e-01 1.058634415542937690e+00
1.355786527764513139e+00 6.975456211281402252e-01 9.466678511073454150e-01
8.461044870837092224e-01 9.086930167594722274e-01 1.245202496156818661e+00
2.359921823676131847e-01 8.139452650556565638e-01 1.950062552576730779e+00
-3.433483287234623954e-02 5.854608049484220089e-01 2.448874027923928942e+00
8.068811827405519832e-01 1.315077342553220507e+00 8.780414747062272873e-01
9.606869936874073979e-01 1.160873064074036565e+00 8.784399422385557044e-01
1.217731865460256691e+00 7.102294447066317407e-01 1.072038689833109570e+00
6.465134931045950495e-01 7.707884189235090222e-01 1.582698087971896150e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.616490301720387102e+00 6.028220859482750216e-01 7.806876123313379878e-01
2.151704380183718790e+00 5.553944005048303545e-01 2.929012193114533535e-01
1.943330229545365606e+00 7.283489355333504500e-01 3.283208349212833888e-01
1.147621841238238405e+00 8.012036480469411082e-01 1.051174510714820709e+00
8.433251987481725775e-01 2.416664032235063819e-01 1.915008398028320569e+00
-1.644546285155852883e-01 1.126007140205371071e+00 2.038447488310214162e+00
1.969372495575439030e+00 7.848948710247520832e-01 2.457326333998088030e-01
2.882196129251530237e-01 1.010611347513346026e+00 1.701169039561500229e+00
8.458815782184692100e-01 1.166073101265347800e+00 9.880453205161831010e-01
6.392120131793382898e-01 4.306624069252376064e-01 1.930125579895425769e+00
2.637688150029031120e-01 1.289333708473237028e+00 1.446897476523866022e+00
8.368699069905783938e-01 7.087900080721619700e-01 1.454340084937258748e+00
9.554340921486440541e-01 9.305622400381412529e-01 1.114003667813214804e+00
1.702389133169465163e+00 6.116424378896917480e-01 6.859684289408430891e-01
1.127977856560875347e+00 1.025288667583535984e+00 8.467334758555867813e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.698735061739754526e+00 4.027658069570733135e-01 8.984991313031712723e-01
2.526466624050231147e+00 1.547279642807877220e-01 3.188054116689887918e-01
1.858717039025559625e+00 7.911937015476129265e-01 3.500892594268266156e-01
7.565221466172312725e-01 8.578008212445428216e-01 1.385677032138226128e+00
3.006204719223222188e-01 8.125812845757988123e-01 1.886798243501879524e+00
-8.614815437293370515e-01 1.027585984375444905e+00 2.833895559353896143e+00
1.053186858960235339e+00 3.457698460628693127e-01 1.601043294976898013e+00
8.783468541992871526e-01 7.852528285819629916e-01 1.336400317218748857e+00
9.422434637420197268e-01 1.062300749304112335e+00 9.954557869538680492e-01
6.818373886941397899e-01 4.553076911800462145e-01 1.862854920125816660e+00
8.582111298135779442e-01 1.957930028005268275e+00 1.838588421811541695e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.666215636476930273e+00 7.799422978513318450e-01 5.538420656717385482e-01
1.648861962932588243e+00 8.833899681530446024e-01 4.677480689143657666e-01
1.187809438886378022e+00 9.994976014984173762e-01 8.126929596152041579e-01
4.763280691717805548e-01 8.426758601393277148e-01 1.680996070688892230e+00
2.050587443926694231e+00 1.561627391927724873e-01 7.932498168805270922e-01
1.440283411697603322e+00 6.161865748593521319e-01 9.435300134430373298e-01
2.145194769188318862e+00 4.439747228516847111e-01 4.108305079599940957e-01
5.789881814285898765e-01 1.041200953321108402e+00 1.379810865250302720e+00
2.532896546934017556e-01 1.077231439678126401e+00 1.669478905628475562e+00
2.766026710785716713e-01 1.496264600453474647e-01 2.573770868876075202e+00
4.847235518745482419e-01 1.117609624917522027e+00 1.397666823207930120e+00
9.959908831833322873e-01 9.861019421068164537e-01 1.017907174709850704e+00
8.485641059206834313e-01 8.592436872082630517e-01 1.292192206871053628e+00
6.131606682227150884e-01 1.051287000420471296e+00 1.335552331356817168e+00
9.695397870657475048e-01 1.253215731072653050e+00 7.772444818615986684e-01
1.043618513015975857e+00 8.814101270743787131e-01 1.074971359909645319e+00
2.198863397950452825e+00 4.170907819294672469e-01 3.840458201200812050e-01
2.023577855638179379e+00 6.015386191765038637e-01 3.748835251853165351e-01
1.165630486028795598e+00 8.703275769610029355e-01 9.640419370102015773e-01
4.957399084752587837e-01 6.908994358538760316e-01 1.813360655670865240e+00
1.467991869830296947e+00 7.043701125480051894e-01 8.276380176216918683e-01
1.069381634012272153e+00 5.603935938395944172e-01 1.370224772148135095e+00
2.118205004119671386e+00 4.933383708452069305e-01 3.884566250351193517e-01
9.101236667361636279e-01 9.562880154677998457e-01 1.133588317796036637e+00
3.139243865835817382e-01 8.195344058971055778e-01 1.866541207519316403e+00
1.736452894184815354e-01 2.460522793564074162e-01 2.580302431225107718e+00
5.240073824348748938e-02 1.628857833550656053e+00 1.318741428205855160e+00
9.531924976104804159e-01 1.193898060527379679e+00 8.529094418621397944e-01
1.365344861419202971e+00 9.219727236630134160e-01 7.126824149177817258e-01
1.004761437600231622e+00 7.800712826352288465e-01 1.215167279764539199e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.371033162563695340e+00 6.089695968446188212e-01 1.019997240591686394e+00
2.800417387555656834e+00 -7.086388918459148034e-02 2.704465016289424040e-01
1.892191279869331666e+00 8.278313756226697295e-01 2.799773445079972167e-01
7.614379154517638693e-01 8.288301497995802514e-01 1.409731934748654325e+00
8.268366271482636698e-01 3.284539493463892734e-01 1.844709423505346502e+00
-2.761615852976096464e-01 1.751699375880306109e+00 1.524462209417299707e+00
1.022362214433876870e+00 2.929341302530261704e-01 1.684703655313099402e+00
6.763776458607622111e-01 6.611595843096474967e-01 1.662462769829589959e+00
7.982219129493265397e-01 1.152960087193359406e+00 1.048817999857313721e+00
8.129443374206648532e-01 7.736058840874351361e-01 1.413449778491900233e+00
5.588666346930515338e-01 1.272599477583244321e+00 1.168533887723708808e+00
6.861490822284743718e-01 1.066418505193100552e+00 1.247432412578425076e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
